CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,commodity,country_code,country,mts,year,month,date
2012,3,10011900,10,586,PR,7,145300,220,220,232,WHEAT,PRY,Paraguay,0.22,2012,3,2012-03-01
2012,7,10019900,10,756,RS,1,1017700,13604425,13604425,3451388,WHEAT,ZAF,South Africa,13604.425,2012,7,2012-07-01
2012,9,10019900,10,528,RS,1,1017700,26750000,26750000,7969500,WHEAT,NGA,Nigeria,26750.0,2012,9,2012-09-01
2012,3,10019900,10,240,RS,1,1017700,18036000,18036000,3962920,WHEAT,EGY,Egypt,18036.0,2012,3,2012-03-01
2012,1,10019090,10,528,RS,1,1017700,21500000,21500000,6427000,WHEAT,NGA,Nigeria,21500.0,2012,1,2012-01-01
2012,1,10019900,10,820,RS,1,1017700,27500000,27500000,8444375,WHEAT,TUN,Tunisia,27500.0,2012,1,2012-01-01
2012,3,10019900,10,372,ND,1,1017700,5000000,5000000,1075000,WHEAT,IRN,Iran,5000.0,2012,3,2012-03-01
2012,9,10019900,10,783,PR,1,917800,10568540,10568540,2663273,WHEAT,DJI,Djibouti,10568.54,2012,9,2012-09-01
2012,10,10011900,10,586,PR,7,145300,38,38,39,WHEAT,PRY,Paraguay,0.038,2012,10,2012-10-01
2012,5,10019900,10,438,PR,1,917800,25421150,25421150,6914553,WHEAT,LBY,Libya,25421.15,2012,5,2012-05-01
2012,3,10019900,10,245,PR,1,917800,56112452,56112452,12052449,WHEAT,ESP,Spain,56112.452,2012,3,2012-03-01
2012,5,10019900,10,505,SP,1,817800,6,6,12,WHEAT,MOZ,Mozambique,0.006,2012,5,2012-05-01
2012,2,10019900,10,245,PR,1,917800,31300000,31300000,6880650,WHEAT,ESP,Spain,31300.0,2012,2,2012-02-01
2012,8,10019900,10,586,PR,7,145300,700,700,429,WHEAT,PRY,Paraguay,0.7,2012,8,2012-08-01
